StudentID,Full Name,Email,Year of Registration,Year of Studies,Syllabus,Semester,Course Attending,Project Grade,Exam Grade,Final Grade 
635,Julienne Solano,julienne@uoi.gr,lMFqZhy,2021,1,1,2,6,9.5,1.5,null
636,Betsy Matta,betsy@uoi.gr,EYp9srB,2017,5,5,10,6,6.0,8.5,null
637,Raimondo Abrajevich,raimondo@uoi.gr,1MefoJq,2021,1,1,2,6,5.0,6.5,null
638,Gicu Kalesse,gicu@uoi.gr,ZZbaFJF,2019,3,3,6,6,1.5,5.5,null
639,Euken Geffner,euken@uoi.gr,vMgazHf,2019,3,3,6,6,8.5,1.5,null
640,Adriana Yujalin,adriana@uoi.gr,sXyR23m,2021,1,1,2,6,2.0,2.5,null
641,Clemente Indaburu,clemente@uoi.gr,EOk3UqH,2019,3,3,6,6,7.5,9.5,null
642,Zoita Cassinello,zoita@uoi.gr,MbXscYC,2021,1,1,2,6,7.0,8.5,null
643,Meili Parish,meili@uoi.gr,RroNjfQ,2021,1,1,2,6,6.5,1.5,null
644,Cathaisa Angel,cathaisa@uoi.gr,Zdba9ip,2017,5,5,10,6,7.0,0.5,null
645,Ina Guarnido,ina@uoi.gr,0hAi0pP,2017,5,5,10,6,0.0,2.5,null
646,Ronny Sardi,ronny@uoi.gr,qgCjftT,2017,5,5,10,6,10.0,6.0,null
647,Darci Fanti,darci@uoi.gr,jbjmBqQ,2018,4,4,8,6,3.0,6.5,null
648,Boureima Borgards,boureima@uoi.gr,khcWin0,2019,3,3,6,6,8.0,1.5,null
649,Saihou Richarz,saihou@uoi.gr,uxkhoBP,2020,2,2,4,6,9.0,7.0,null
650,Valeri Spiegler,valeri@uoi.gr,9tmWxqO,2018,4,4,8,6,2.0,10.0,null
651,Nedko Yagich,nedko@uoi.gr,VdDkvVO,2019,3,3,6,6,0.5,6.0,null
652,Cezary Renier,cezary@uoi.gr,4T7JyrX,2021,1,1,2,6,3.0,9.0,null
653,Diosinda Palyrat,diosinda@uoi.gr,GP14jxb,2020,2,2,4,6,5.0,3.5,null
654,Evelyn Alsdorf,evelyn@uoi.gr,tcFMsVu,2018,4,4,8,6,8.5,2.5,null
655,Vikram Zolck,vikram@uoi.gr,VB7FZMa,2017,5,5,10,6,0.0,4.0,null
656,Berna Hartwagner,berna@uoi.gr,GFaVaXV,2021,1,1,2,6,6.5,3.0,null
657,Amarildo Rossitto,amarildo@uoi.gr,o4mB8t3,2021,1,1,2,6,2.5,10.0,null
658,Tommy Regaña,tommy@uoi.gr,MCeitoy,2017,5,5,10,6,3.5,5.5,null
659,Breda Dykstra,breda@uoi.gr,88wyAT6,2019,3,3,6,6,0.0,5.5,null
660,Cory Kartovenko,cory@uoi.gr,hIJGjZh,2017,5,5,10,6,2.0,10.0,null
661,Sihan Valdeon,sihan@uoi.gr,04reLhD,2020,2,2,4,6,6.0,8.0,null
662,Viatcheslav Sauerbrei,viatcheslav@uoi.gr,7YsQl8d,2021,1,1,2,6,10.0,9.5,null
663,Janeth Windeisen,janeth@uoi.gr,3CMDo3x,2021,1,1,2,6,2.0,7.5,null
664,Benvinguda Carrero,benvinguda@uoi.gr,EKMjr2X,2017,5,5,10,6,5.0,9.5,null
665,Mayela Lamprecht,mayela@uoi.gr,jxuYFl8,2021,1,1,2,6,8.0,8.5,null
666,Fadoua Vences,fadoua@uoi.gr,7P7UlKR,2018,4,4,8,6,8.0,1.5,null
667,Bob Chene,bob@uoi.gr,RV13fnV,2019,3,3,6,6,7.0,6.0,null
668,Meriyem Mayorgas,meriyem@uoi.gr,73J8uzT,2019,3,3,6,6,8.5,3.0,null
669,Kareen Chadrantsev,kareen@uoi.gr,R9bFR5r,2018,4,4,8,6,1.5,6.5,null
670,Ermesinda Durham,ermesinda@uoi.gr,njUHnh0,2021,1,1,2,6,3.5,4.0,null
671,Jozef Santandreu,jozef@uoi.gr,UxpACW8,2018,4,4,8,6,8.5,6.5,null
672,Abderrazaq Istillarte,abderrazaq@uoi.gr,EWT7n81,2019,3,3,6,6,3.0,8.5,null
673,Ernestina Pils,ernestina@uoi.gr,qq0n2PT,2020,2,2,4,6,5.5,3.0,null
674,Diakaridia Heijden,diakaridia@uoi.gr,uU7FfTN,2020,2,2,4,6,2.5,8.5,null
675,Modesta Kemmerlings,modesta@uoi.gr,f5YtIYf,2021,1,1,2,6,7.0,2.5,null
676,Lemine Wischerop,lemine@uoi.gr,b9kJP4m,2017,5,5,10,6,6.5,5.0,null
677,Sally Nuñez De Arenas,sally@uoi.gr,0d7IxFK,2020,2,2,4,6,0.0,4.0,null
678,Siobhan Ebril,siobhan@uoi.gr,RPvzfNF,2021,1,1,2,6,9.0,8.0,null
679,Ayyoub Campi,ayyoub@uoi.gr,c23e6hz,2018,4,4,8,6,3.0,7.5,null
680,Aissatou Higgins,aissatou@uoi.gr,CmMvFdF,2018,4,4,8,6,3.0,4.5,null
681,Malte Trabado,malte@uoi.gr,JQHyjd1,2021,1,1,2,6,7.5,6.0,null
682,Chirila Kwong,chirila@uoi.gr,aXvdQ5r,2018,4,4,8,6,3.0,0.0,null
683,Lucinia Oldorp,lucinia@uoi.gr,ozyvJMG,2021,1,1,2,6,8.0,5.0,null
684,Higinio Piernas,higinio@uoi.gr,C92lrD0,2017,5,5,10,6,3.5,6.0,null
685,Victorino Kacirek,victorino@uoi.gr,q9C5VeU,2019,3,3,6,6,1.5,4.0,null
686,Manju Beldean,manju@uoi.gr,i6qCfSm,2020,2,2,4,6,0.0,3.5,null
687,Niko Serres,niko@uoi.gr,fu3blE8,2018,4,4,8,6,1.0,3.0,null
688,Barrett Ruthenschroer,barrett@uoi.gr,THyITU1,2021,1,1,2,6,7.5,2.0,null
689,Cristobalina Barrenetxea,cristobalina@uoi.gr,g7B8rmx,2019,3,3,6,6,0.0,3.0,null
690,Arunas Nedelcu,arunas@uoi.gr,NTbxnPz,2018,4,4,8,6,1.5,7.0,null
691,Abdulrahman Irimo,abdulrahman@uoi.gr,CrRs8mD,2018,4,4,8,6,3.5,2.5,null
692,Vitelio Eickholt,vitelio@uoi.gr,sJtK4Fb,2017,5,5,10,6,10.0,4.0,null
693,Maimuna Izagorri,maimuna@uoi.gr,vicuisT,2021,1,1,2,6,1.0,2.5,null
694,Timothee Lallemand,timothee@uoi.gr,Lh9bzGY,2017,5,5,10,6,2.0,4.5,null
695,Badayco Avtokratov,badayco@uoi.gr,OBzTcPR,2020,2,2,4,6,7.0,9.0,null
696,Georgianna Gujavin,georgianna@uoi.gr,43xFNTs,2018,4,4,8,6,3.0,8.5,null
697,Argemiro Fronton,argemiro@uoi.gr,dLf5VMO,2018,4,4,8,6,8.5,5.0,null
698,Sabela Tsang,sabela@uoi.gr,7Hc1AIE,2020,2,2,4,6,8.0,9.5,null
699,Justas Sabariegos,justas@uoi.gr,cyrkjar,2020,2,2,4,6,4.0,5.5,null
700,Mohit Faderl,mohit@uoi.gr,hqDoUiz,2019,3,3,6,6,1.5,8.5,null
701,Jurijs Mayuri,jurijs@uoi.gr,cSJYeQL,2020,2,2,4,7,4.0,3.5,null
702,Elianne Cañueto,elianne@uoi.gr,OwFOLyz,2021,1,1,2,7,7.5,6.5,null
703,Arezki Rohrig,arezki@uoi.gr,qGaAw8Y,2021,1,1,2,7,0.0,2.5,null
704,Moustafa Herdemerten,moustafa@uoi.gr,fZlkBNQ,2018,4,4,8,7,1.5,5.0,null
705,Drissia Zhevolozhnov,drissia@uoi.gr,RJXtISh,2018,4,4,8,7,1.0,2.5,null
706,Sada Wale,sada@uoi.gr,AL13nb6,2017,5,5,10,7,7.0,3.5,null
707,Fadia Nagaraj,fadia@uoi.gr,ftezvuo,2019,3,3,6,7,8.5,4.5,null
708,Sibisse Schmitges,sibisse@uoi.gr,IfBolij,2019,3,3,6,7,0.5,7.0,null
709,Paulita Lorente ,paulita@uoi.gr,CjYEnX2,2018,4,4,8,7,5.5,5.5,null
710,Blaise Galteev,blaise@uoi.gr,ElA5C8B,2020,2,2,4,7,5.5,9.0,null
711,Kristyna Grohnwaldt,kristyna@uoi.gr,1I1VvPP,2019,3,3,6,7,7.0,8.0,null
712,Krystel Ladeiro,krystel@uoi.gr,v8iiBq5,2020,2,2,4,7,6.0,10.0,null
713,Bjorn Jilkin,bjorn@uoi.gr,ZIsA7DL,2018,4,4,8,7,6.0,8.0,null
714,Sau Naiz,sau@uoi.gr,ekNuBKi,2021,1,1,2,7,7.5,6.5,null
715,Slama Mohwinkel,slama@uoi.gr,bDDWHg1,2017,5,5,10,7,4.0,4.5,null
716,Adriel Brigido,adriel@uoi.gr,iiyAJsl,2021,1,1,2,7,3.0,1.0,null
717,Enekoitz Ondiviela,enekoitz@uoi.gr,ymBhHZf,2019,3,3,6,7,3.0,1.5,null
718,Lakhwinder Herbon,lakhwinder@uoi.gr,81UADzc,2021,1,1,2,7,1.5,6.0,null
719,Issouf Ruen,issouf@uoi.gr,8sawBUS,2020,2,2,4,7,0.0,6.0,null
720,Nayla Hopps,nayla@uoi.gr,zVbhSbd,2019,3,3,6,7,1.0,3.5,null
721,Anjos Nunez,anjos@uoi.gr,tgbtSnF,2017,5,5,10,7,2.5,6.5,null
722,Lesbia Breitkreutz,lesbia@uoi.gr,tAoTzpV,2017,5,5,10,7,7.0,5.0,null
723,Siria Barneto,siria@uoi.gr,3Hj1pJh,2021,1,1,2,7,9.0,5.5,null
724,Yusuf Zehnter,yusuf@uoi.gr,YbTAisc,2019,3,3,6,7,6.5,9.5,null
725,Surinder Yanamandra,surinder@uoi.gr,seVbQit,2019,3,3,6,7,7.0,9.5,null
726,Wenjie Beneken,wenjie@uoi.gr,RaqYKtS,2020,2,2,4,7,9.5,8.0,null
727,Isolina Guerrinha,isolina@uoi.gr,JM22KBx,2018,4,4,8,7,0.5,0.5,null
728,Abdona Damhan,abdona@uoi.gr,THuwp3s,2018,4,4,8,7,6.0,6.5,null
729,Mahah Handohin,mahah@uoi.gr,Lj3cVBI,2020,2,2,4,7,9.0,3.5,null
730,Tierra Real,tierra@uoi.gr,YAsKQxG,2020,2,2,4,7,2.5,8.5,null
731,Jacinta Beinkampen,jacinta@uoi.gr,OzDUY3D,2020,2,2,4,7,6.0,1.5,null
732,Samyra Buj,samyra@uoi.gr,az7jbp0,2018,4,4,8,7,0.5,7.5,null
733,Sarata Brandan,sarata@uoi.gr,9JF5Nw4,2018,4,4,8,7,7.5,0.5,null
734,Becky Astrakhansky,becky@uoi.gr,VblyTCq,2020,2,2,4,7,6.0,7.0,null
735,Geovanna Otaolaurruchi,geovanna@uoi.gr,6HhLBMk,2020,2,2,4,7,8.0,0.0,null
736,Geraldo Shamsher,geraldo@uoi.gr,M5EZQtC,2019,3,3,6,7,7.5,7.5,null
737,Eihar Igueldo,eihar@uoi.gr,2VqkSRF,2021,1,1,2,7,8.5,9.5,null
738,Creuza Wyart,creuza@uoi.gr,H73IJrI,2021,1,1,2,7,2.0,9.0,null
739,Janat Mathebel,janat@uoi.gr,l8KNBUb,2019,3,3,6,7,4.5,9.5,null
740,Berthold Wittnebel,berthold@uoi.gr,6iEZaL3,2020,2,2,4,7,2.0,0.0,null
741,Deogracias Villanueva-Jaureguiberri,deogracias@uoi.gr,Ihlv7Rf,2018,4,4,8,7,5.0,8.5,null
742,Genna Geniz,genna@uoi.gr,axUFBCp,2019,3,3,6,7,3.0,6.5,null
743,Auritz Bullon,auritz@uoi.gr,lvn5b8C,2020,2,2,4,7,0.5,9.0,null
744,Salamu Siebelist,salamu@uoi.gr,XNr9G2H,2018,4,4,8,7,3.5,8.0,null
745,Dipa Farnworth,dipa@uoi.gr,3uqS0It,2021,1,1,2,7,6.0,9.5,null
746,Izascun Osagiede,izascun@uoi.gr,84BwuFu,2020,2,2,4,7,4.0,8.0,null
747,Eder Pflug,eder@uoi.gr,RXgVsib,2019,3,3,6,7,2.0,7.5,null
748,Mahamed Shangin,mahamed@uoi.gr,LsLV5SR,2020,2,2,4,7,10.0,1.0,null
749,Breana Timkaev,breana@uoi.gr,rjT5FdA,2017,5,5,10,7,6.5,3.0,null
750,Prudenciano Muhlenberg,prudenciano@uoi.gr,YVkEgK6,2018,4,4,8,7,1.5,1.5,null
751,Buzzian Frialva,buzzian@uoi.gr,6GjzBA7,2017,5,5,10,7,10.0,3.0,null
752,Servanda Zaccari,servanda@uoi.gr,3wl67kE,2019,3,3,6,7,1.5,1.0,null
753,Iliev Nazco,iliev@uoi.gr,itjS9ml,2019,3,3,6,7,5.0,10.0,null
754,Ronny Hattensauer,ronny@uoi.gr,L1XpM4T,2018,4,4,8,7,7.5,3.0,null
755,Intissar Recarey,intissar@uoi.gr,HK0Hsy7,2020,2,2,4,7,4.5,2.5,null
756,Guram Meincke,guram@uoi.gr,H3Fcu3d,2018,4,4,8,7,6.5,8.5,null
757,Ruth Ramanathan,ruth@uoi.gr,XJkScMm,2017,5,5,10,7,7.0,7.5,null
758,Yanfang Colin,yanfang@uoi.gr,CfArCgA,2020,2,2,4,7,2.5,0.5,null
759,Nana Ganslmaier,nana@uoi.gr,24oQ3i2,2018,4,4,8,7,6.0,2.0,null
760,Giorgian Cruellas,giorgian@uoi.gr,P2ofPPV,2018,4,4,8,7,0.5,2.0,null
761,Therese Toha,therese@uoi.gr,AzZ3Mcb,2020,2,2,4,7,0.5,3.0,null
762,Benayga Hanahu,benayga@uoi.gr,fTUKFVF,2019,3,3,6,7,7.0,2.0,null
763,Ticiana Loifman,ticiana@uoi.gr,EgeYxX6,2018,4,4,8,7,4.0,0.0,null
764,Sonata Makushev,sonata@uoi.gr,e6CJTmL,2020,2,2,4,7,2.5,9.5,null
765,Chahid Ursi,chahid@uoi.gr,gcKkTg8,2020,2,2,4,7,9.0,10.0,null
766,Uliana Erbs,uliana@uoi.gr,hSYlwmA,2018,4,4,8,7,10.0,0.5,null
767,Nereida Saratxaga,nereida@uoi.gr,II2LOxS,2019,3,3,6,7,5.5,7.5,null
768,Sybille Mndoyants,sybille@uoi.gr,Wo4MlMI,2019,3,3,6,7,3.5,7.0,null
769,Naama Faja,naama@uoi.gr,L796ROH,2021,1,1,2,7,10.0,0.0,null
770,Cristea Barthelt,cristea@uoi.gr,NOorQNM,2019,3,3,6,7,7.5,5.0,null
771,Krystel Danshin,krystel@uoi.gr,A5H7e5J,2021,1,1,2,7,2.5,2.5,null
772,Normando Paulas,normando@uoi.gr,SAbuq1G,2020,2,2,4,7,6.0,3.0,null
773,Fane Budiño,fane@uoi.gr,b08FrRv,2020,2,2,4,7,4.5,1.5,null
774,Nabor Nabari,nabor@uoi.gr,J0mAh97,2018,4,4,8,7,4.0,0.0,null
775,Richie Anisimov,richie@uoi.gr,7K0hFXL,2020,2,2,4,7,5.5,4.5,null
776,Wenceslaa Gschnaidner,wenceslaa@uoi.gr,wnhdyLc,2018,4,4,8,7,6.5,0.5,null
777,Xiaomiao Janosk,xiaomiao@uoi.gr,MaQUot2,2018,4,4,8,7,5.5,8.0,null
778,Safa Peruga,safa@uoi.gr,9Bgetxe,2020,2,2,4,7,6.0,4.5,null
779,Lesha Garrigues,lesha@uoi.gr,h21Jy5Z,2021,1,1,2,7,5.5,8.0,null
780,Diago Cadrecha,diago@uoi.gr,IqYQogM,2021,1,1,2,7,10.0,4.5,null
781,Sherman Margaix,sherman@uoi.gr,4w9eH7u,2021,1,1,2,7,0.5,3.0,null
782,Namibia Rodagh,namibia@uoi.gr,fDjE7Aj,2017,5,5,10,7,3.0,7.0,null
783,Azucena Modrzejewsk,azucena@uoi.gr,yMGd1HE,2019,3,3,6,7,7.0,8.0,null
784,Greisy Martin Benito,greisy@uoi.gr,5ufKvZN,2021,1,1,2,7,0.5,6.0,null
785,Audelina Damia,audelina@uoi.gr,0hSCV0E,2019,3,3,6,7,9.5,9.5,null
786,Ilse Noira,ilse@uoi.gr,908TRrM,2017,5,5,10,7,0.0,0.0,null
787,Ruby Horcajuelo,ruby@uoi.gr,q5kXz9V,2021,1,1,2,7,4.5,9.5,null
788,Mesalina Gorti,mesalina@uoi.gr,VFzyx9w,2017,5,5,10,7,5.5,7.0,null
789,Iliev Breindel,iliev@uoi.gr,OXaiAPP,2019,3,3,6,7,3.5,10.0,null
790,Sohaib Amandi,sohaib@uoi.gr,hyvm7XC,2019,3,3,6,7,0.0,6.0,null
791,Shujing Beardo,shujing@uoi.gr,H9TUhLU,2018,4,4,8,7,1.5,2.5,null
792,Muriel Borgemeister,muriel@uoi.gr,lwFrfJc,2021,1,1,2,7,0.5,10.0,null
793,Smain Burwinkel,smain@uoi.gr,MLyaxbl,2017,5,5,10,7,6.0,3.5,null
794,Slobodan Mexia,slobodan@uoi.gr,uUlrGTU,2021,1,1,2,7,5.5,1.0,null
795,Lehbib Casillas,lehbib@uoi.gr,YylVgL9,2020,2,2,4,7,0.5,9.5,null
796,Abdelmayid Delannoy,abdelmayid@uoi.gr,DphqC8X,2020,2,2,4,7,2.0,6.0,null
797,Oralia Leibenzon,oralia@uoi.gr,154torv,2017,5,5,10,7,8.0,9.5,null
798,Kaloyan Rispoli,kaloyan@uoi.gr,bJxTKGa,2018,4,4,8,7,9.5,3.5,null
799,Osmel Yven,osmel@uoi.gr,XP4sLhI,2020,2,2,4,7,5.5,10.0,null
800,Maleni Tuñas,maleni@uoi.gr,FQVrJFb,2020,2,2,4,7,5.0,1.0,null
801,Bebe Tsen,bebe@uoi.gr,E5SDAE9,2021,1,1,2,8,9.0,6.0,null
802,Krystian Nordhaus,krystian@uoi.gr,4CfYO4S,2017,5,5,10,8,3.0,2.0,null
803,Choumicha Barona,choumicha@uoi.gr,4khTIR7,2019,3,3,6,8,0.5,6.0,null
804,Guilhem Fontbona,guilhem@uoi.gr,4oSYD6a,2019,3,3,6,8,1.5,0.0,null
805,Vinicio Vollbracht,vinicio@uoi.gr,Z2Half9,2021,1,1,2,8,0.0,4.5,null
806,Beckie Ganszawski,beckie@uoi.gr,uRTRVpn,2020,2,2,4,8,2.5,10.0,null
807,Rebekka Via,rebekka@uoi.gr,8ACQr2z,2021,1,1,2,8,4.5,8.0,null
808,Filofteia Monasterio,filofteia@uoi.gr,1756W03,2018,4,4,8,8,6.5,0.0,null
809,Nekal Dogmarov,nekal@uoi.gr,OPE16Gb,2017,5,5,10,8,8.5,1.5,null
810,Xim Girigan,xim@uoi.gr,sjY1j4B,2021,1,1,2,8,1.0,6.5,null
811,Leonhard Torrubia,leonhard@uoi.gr,nwt5mSk,2021,1,1,2,8,0.0,10.0,null
812,Seckou Lluesma,seckou@uoi.gr,h36qkdz,2017,5,5,10,8,10.0,2.5,null
813,Daryl Bercker,daryl@uoi.gr,xlodilQ,2021,1,1,2,8,4.0,5.0,null
814,Luka Laurina,luka@uoi.gr,Q7G4Eh4,2017,5,5,10,8,6.5,0.0,null
815,Escolastica Eriksohn,escolastica@uoi.gr,IZwxWdh,2021,1,1,2,8,3.0,2.0,null
816,Virgilijus Botargues,virgilijus@uoi.gr,K2lBJsa,2017,5,5,10,8,4.0,9.5,null
817,Yahima Seferin,yahima@uoi.gr,rb1D7nW,2020,2,2,4,8,5.0,10.0,null
818,Adelayda Belmont,adelayda@uoi.gr,eyEFDOC,2021,1,1,2,8,0.0,5.0,null
819,Lauri Ruiz-Celedon,lauri@uoi.gr,xqlkIDA,2017,5,5,10,8,6.0,2.5,null
820,Andeka Iraundegui,andeka@uoi.gr,z3HgH6N,2020,2,2,4,8,0.5,2.5,null
821,Madonna Truernitt,madonna@uoi.gr,AWUoLw2,2018,4,4,8,8,0.0,6.0,null
822,Mehmet Badyunov,mehmet@uoi.gr,QJhOcHH,2018,4,4,8,8,5.5,9.0,null
823,Yordana Heinenbernd,yordana@uoi.gr,rge5VFQ,2018,4,4,8,8,2.0,6.5,null
824,Lana Canais,lana@uoi.gr,2qj1zqS,2020,2,2,4,8,8.5,3.5,null
825,Mehamed Casero,mehamed@uoi.gr,RSlJxXL,2020,2,2,4,8,6.0,7.5,null
826,Rossend Osma,rossend@uoi.gr,A7pZmcE,2020,2,2,4,8,6.0,5.0,null
827,Arhane De Paz,arhane@uoi.gr,8BRSIiH,2020,2,2,4,8,0.5,9.0,null
828,Sunday Bergamo,sunday@uoi.gr,ny18cbK,2020,2,2,4,8,5.0,6.5,null
829,Ayesha Kidman,ayesha@uoi.gr,i9FjnJ9,2018,4,4,8,8,5.0,5.0,null
830,Josemaria Zannouti,josemaria@uoi.gr,VKdlFMH,2020,2,2,4,8,3.0,4.0,null
831,Ji Esquerdo,ji@uoi.gr,LaVh7or,2020,2,2,4,8,3.0,4.0,null
832,Dulcenombre Schotteldreyer,dulcenombre@uoi.gr,KvCfF9X,2021,1,1,2,8,3.0,9.0,null
833,Armide Arahuetes,armide@uoi.gr,6LnEzcF,2019,3,3,6,8,8.5,4.5,null
834,Arkadiusz Jaba,arkadiusz@uoi.gr,LkcjOvz,2018,4,4,8,8,3.5,5.0,null
835,Favour Enea1,,favour@uoi.gr,vTamFL1,2018,4,4,8,8,8.5,2.5,null
836,Yevheniya Klo,yevheniya@uoi.gr,QkLhuco,2020,2,2,4,8,0.0,8.5,null
837,Shara Brandhoff,shara@uoi.gr,69tKRvU,2020,2,2,4,8,8.5,0.5,null
838,Osvaldo Sashekala,osvaldo@uoi.gr,KTkS2xZ,2019,3,3,6,8,7.0,5.5,null
839,Gheroghe Palacio,gheroghe@uoi.gr,6igRfTv,2019,3,3,6,8,0.5,5.5,null
840,Ferenc Yisrael,ferenc@uoi.gr,laNqf3e,2020,2,2,4,8,0.0,0.5,null
841,Serxio Miragall,serxio@uoi.gr,LQRtnoy,2019,3,3,6,8,0.0,4.0,null
842,Nataliya Astobiça,nataliya@uoi.gr,91okTx1,2020,2,2,4,8,9.5,9.0,null
843,Yisela Zermati,yisela@uoi.gr,b83w8OI,2021,1,1,2,8,3.0,1.5,null
844,Simona Arlegui,simona@uoi.gr,I91lQvD,2021,1,1,2,8,5.5,7.5,null
845,Abdelmajid Faulbaum,abdelmajid@uoi.gr,RwVHTo8,2017,5,5,10,8,10.0,10.0,null
846,Lilli Ojer,lilli@uoi.gr,GIb61eD,2020,2,2,4,8,5.5,1.5,null
847,Filoftia Simmank,filoftia@uoi.gr,6fjsDwG,2020,2,2,4,8,3.5,4.5,null
848,Puri Iodice,puri@uoi.gr,I6KTL1U,2021,1,1,2,8,1.0,1.0,null
849,Orencia Harck,orencia@uoi.gr,RIjVUAe,2020,2,2,4,8,3.5,2.5,null
850,Ahlam Mohylin,ahlam@uoi.gr,A0gepj8,2017,5,5,10,8,8.5,7.5,null
851,Zhao Ursenbach,zhao@uoi.gr,PMVCJWC,2021,1,1,2,8,10.0,5.5,null
852,Quintin Oxley,quintin@uoi.gr,t0xWYJL,2020,2,2,4,8,9.5,3.5,null
853,Tarsicio Gess,tarsicio@uoi.gr,4xnBTVO,2017,5,5,10,8,4.5,6.0,null
854,Nuhaila Hagenbocker,nuhaila@uoi.gr,x8QHrPw,2021,1,1,2,8,6.0,8.5,null
855,Menana Shainurov,menana@uoi.gr,Uht4xFI,2021,1,1,2,8,7.5,9.0,null
856,Cesia Recalde,cesia@uoi.gr,dJOlwcJ,2020,2,2,4,8,8.0,2.0,null
857,Alesha Garrobo,alesha@uoi.gr,zykKRFq,2017,5,5,10,8,7.0,3.5,null
858,Tieb Ondrikov,tieb@uoi.gr,TiEGNDd,2021,1,1,2,8,2.5,4.5,null
859,Brisa Schultheiss,brisa@uoi.gr,dRZG9m3,2020,2,2,4,8,3.5,6.5,null
860,Rosalino Honicke,rosalino@uoi.gr,2V6jIcX,2018,4,4,8,8,7.5,2.5,null
861,Gerrit Sadayappan,gerrit@uoi.gr,WHFym1X,2017,5,5,10,8,1.5,3.0,null
862,Qasir Wicks,qasir@uoi.gr,ag4eVAd,2018,4,4,8,8,5.0,4.0,null
863,Dignora Sultan,dignora@uoi.gr,WdbpNus,2021,1,1,2,8,3.5,4.0,null
864,Roshni Murado,roshni@uoi.gr,094PnsU,2019,3,3,6,8,3.5,5.0,null
865,Artemisa Engeli,artemisa@uoi.gr,Wbowoso,2018,4,4,8,8,2.5,10.0,null
866,Neriman Thews,neriman@uoi.gr,TnUTUG8,2019,3,3,6,8,1.0,0.5,null
867,Fengying Wustenhofer,fengying@uoi.gr,rL8EBQI,2021,1,1,2,8,6.5,6.5,null
868,Bangaly Nerlich,bangaly@uoi.gr,P99fuSS,2020,2,2,4,8,4.5,8.0,null
869,Wisam Manias,wisam@uoi.gr,uvmb34i,2021,1,1,2,8,2.0,7.5,null
870,Balvir Salinger,balvir@uoi.gr,vYXtEbo,2020,2,2,4,8,10.0,6.5,null
871,Pierino Jodike,pierino@uoi.gr,58D7b3i,2017,5,5,10,8,3.0,9.0,null
872,Tony Beinhoff,tony@uoi.gr,WVlMaeU,2020,2,2,4,8,0.0,7.0,null
873,Expedita Kolert,expedita@uoi.gr,Z0trMRY,2020,2,2,4,8,2.5,6.0,null
874,Mariemma Zschemisch,mariemma@uoi.gr,FsVbMfH,2018,4,4,8,8,9.5,2.5,null
875,Soumaia Ercilla,soumaia@uoi.gr,pvgymMU,2017,5,5,10,8,10.0,0.5,null
876,Yeniffer Isermann,yeniffer@uoi.gr,Qtmo849,2019,3,3,6,8,0.5,9.5,null
877,Emerida Rurup,emerida@uoi.gr,SAhZ3tr,2020,2,2,4,8,0.0,3.0,null
878,Zana Pfenningwerth,zana@uoi.gr,u8h3Vr4,2018,4,4,8,8,10.0,9.5,null
879,Jovanka Altozano,jovanka@uoi.gr,HAJKkbx,2018,4,4,8,8,3.0,2.5,null
880,Irshad Hammad,irshad@uoi.gr,M17JHAg,2018,4,4,8,8,10.0,3.0,null
881,Koji Mliss,koji@uoi.gr,bDvQ4Xx,2020,2,2,4,8,4.5,2.0,null
882,Yaumara Preisentans,yaumara@uoi.gr,jkXcRjN,2017,5,5,10,8,1.0,2.0,null
883,Niriti Grzegore,niriti@uoi.gr,2GkX0c7,2021,1,1,2,8,4.5,5.0,null
884,Ashlea Doveiko,ashlea@uoi.gr,2VjtuIy,2020,2,2,4,8,4.0,10.0,null
885,Zahia Airoso,zahia@uoi.gr,Ear1bbA,2019,3,3,6,8,3.0,7.0,null
886,Suren Lecamwasam,suren@uoi.gr,LOThchO,2019,3,3,6,8,8.0,0.5,null
887,Tess Maksyutov,tess@uoi.gr,77cv3Tl,2020,2,2,4,8,9.5,1.5,null
888,Erminia Tormollen,erminia@uoi.gr,ASH1hlo,2018,4,4,8,8,9.5,0.0,null
889,Magno Kablahov,magno@uoi.gr,4Yi8X5j,2018,4,4,8,8,10.0,3.0,null
890,Zhour Foret,zhour@uoi.gr,Cuu4gei,2017,5,5,10,8,8.5,4.0,null
891,Marivi Murtinho,marivi@uoi.gr,Ip7TdiW,2021,1,1,2,8,6.5,2.0,null
892,Ginel Zizman,ginel@uoi.gr,kqVvXsx,2019,3,3,6,8,0.5,6.0,null
893,Kazimierz Kleinedopke,kazimierz@uoi.gr,34zoIMU,2020,2,2,4,8,3.5,3.5,null
894,Hoummada Boselli,hoummada@uoi.gr,ilpfdu9,2021,1,1,2,8,6.0,6.0,null
895,Maelys Stahlschmidt,maelys@uoi.gr,jnAgHnu,2021,1,1,2,8,4.5,2.0,null
896,Maximiano Proctor,maximiano@uoi.gr,7WApmkU,2019,3,3,6,8,10.0,6.0,null
897,Shirin Babanov,shirin@uoi.gr,rdgyB2g,2017,5,5,10,8,7.5,4.0,null
898,Aatika Liazassoro,aatika@uoi.gr,Bq6s7mo,2020,2,2,4,8,4.0,10.0,null
899,Sandeep Baikov,sandeep@uoi.gr,ZQRDB1S,2021,1,1,2,8,6.5,7.0,null
900,Armelinda Villadoniga,armelinda@uoi.gr,MvpIIny,2018,4,4,8,8,1.0,3.5,null
901,Oier El Otmani,oier@uoi.gr,1cTvg9b,2019,3,3,6,9,9.5,3.0,null
